title,mobilewebsite,state and city,email
['ALANKARAM'],['tel:011 4646 3333'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5hbGFua2FyYW0uaW4/fbbb027f63536637bf2adfc08490441f/ue/MzI5ODA3ODU/b866aabb1ca9d3e9906a0b0c1a337c7a'],"['New Delhi, Delhi']",[]
['Furniture Magik'],['tel:080569 60802'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5mdXJuaXR1cmVtYWdpay5jb20/71b0ffd397dadca55af4677f4498b549/ue/NDExNTM0NjQ/ca6c1b4a260b1e6775365c8dcb1e9d96'],"['Chennai, Tamil Nadu']",[]
['INDISKIE ART DECO'],['tel:099500 12543'],['https://www.houzz.in/trk/aHR0cDovL2luZGlza2llLmluLw/cac71a6e1dae6ed112c0fb351e071604/ue/MTk2NjAwMw/a8079e828fa0a4de0f942f0b7c256f82'],"['JODHPUR, Rajasthan']",[]
['Studio Ebony'],['tel:098400 81616'],['https://www.houzz.in/trk/aHR0cDovL3N0dWRpb2Vib255LmhvdXp6Lmlu/8b2e7524cf0e294b12e24f2d4551f59f/ue/Mjk5NDkwOTA/5f243324ae5959a2a795301b1b8e0e8c'],"['Chennai, Tamil Nadu']",[]
['Loginwood'],['tel:091686 17633'],['https://www.houzz.in/trk/aHR0cHM6Ly9sb2dpbndvb2QuY29tLw/f81605ea25a371fd09c38218d547becd/ue/MzIyNDgxMDA/91a59c8fd076dc482d15134a4df9867a'],"['Pune, Maharashtra']",[]
['FAMOUS FURNITURE & INTERIORS CONTRACTORS'],['tel:088799 28851'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5mYW1vdXNmdXJuaXR1cmVvbmxpbmUuY29t/cdd9ea879eb9d815076be8e1bddbe37e/ue/NDE2NjY2Njc/b7afbb927417997f8335c48e722b1051'],"['Pune Division, Maharashtra']",[]
['Rakesh'],['tel:070230 13638'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5ya2ludGVyaW9yZnVybmljaGFyLmNvbQ/d0873f37cfefbde452c15bdea9614267/ue/MjYzNjE3NTE/8eada19c8b85ca81bba33d479c17daa6'],"['sikar, Rajasthan']",[]
['MIMIHOMES PVT LTD'],['tel:080 4152 5863'],['https://www.houzz.in/trk/aHR0cDovL01pbWlob21lcy5zdG9yZQ/72386963efc7309ef25b180d44d9bf9b/ue/NjAxNzc2MjA/ccbd87a4d1c991dfbd1fc2f486161bee'],"['Bengaluru, Karnataka']",[]
['YSP INDUSTRIES'],['tel:093747 47649'],[],"['Ahmedabad, Gujarat']",[]
['VIKAS ARTS'],['tel:094138 46336'],['https://www.houzz.in/trk/aHR0cDovL3d3dy52aWthc2FydHNqb2RocHVyLmNvbQ/ae0fefb4175532f869147547acf3ba1d/ue/NDIwMjE0NzM/9baf3540814742c90d8c5b4a9e8eeadd'],"['Jodhpur, Rajasthan']",[]
['Dhwani'],['tel:096110 29968'],['https://www.houzz.in/trk/aHR0cDovL2Rod2FuaW9mZmljaWFsLmNvbQ/0ca491d5825d45eb012db7fe8209158e/ue/NjA0MTI1Njc/5540b63c0591fb910e02e7e2ce789820'],['Bangalore'],[]
['Kanpur Interior Products'],['tel:097923 02099'],[],"['Kanpur, Uttar Pradesh']",[]
['Cadvica Artisan Furniture Pvt Ltd'],['tel:092079 97722'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5jYWR2aWNhLmNvbQ/beb325e6a314e2962e03d8d42242c49a/ue/NTY2NTcxODQ/38809111ea8ef5a0166df7fdc2e60a1b'],"['Ernakulam, Kerala']",[]
['IMPRESSIVE ART INTERIOR'],['tel:076655 56222'],['https://www.houzz.in/trk/aHR0cDovL2ltcHJlc3NpdmVhcnRpbnRlcmlvci5iaXo/d79c337eb74c594de833046e81d64923/ue/MzY4MDM5OQ/b655cffb3f55dac646ca1025572c5043'],"['Udaipur, Rajasthan']",[]
['Asian Art Exports'],['tel:098290 34048'],['https://www.houzz.in/trk/aHR0cHM6Ly93ZWJ1c2VyXzYzMjAzMC5ob3V6ei5pbg/b708b17c4e59ea6dc4258638c932a61c/ue/NDU5MDUwMzc/bfe58cee3a6180ede3ad156ac66fa68a'],"['Jodhpur, Rajasthan']",[]
['India Buying Inc.'],['tel:096940 29291'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cuaW5kaWFidXlpbmdpbmMuY29t/b9a5f4f41503e11c9b04e8ae54662d56/ue/Mjc0MjM3/cd22435c934af2c0f71021535238b0d4'],['Jodhpur Rajasthan'],[]
['NATURAL TASK EXPORTS'],['tel:099273 13357'],['https://www.houzz.in/trk/aHR0cDovL25hdHVyYWx0YXNrZXhwb3J0cy5jb20/8fa94c761384a9ca416abc856eba1c04/ue/NTg0MjQ0NDc/dc92c8019c4cc3551e159947603262e3'],"['SAMBHAL, Uttar Pradesh']",[]
['Fairdecor'],['tel:0141 250 2727'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5mYWlyZGVjb3IuY29tLw/226fff4973f0521d2e869b5acfa68634/ue/MjYwMjAyMDI/9ffb604794828f1696f901684f03ff01'],"['JAIPUR, Rajasthan']",[]
['Vriksh of Life Furniture and Design Studio'],['tel:093219 53058'],['https://www.houzz.in/trk/aHR0cDovL3ZyaWtzaG9mbGlmZS5jb20/95bc7217759d37b164a55314646db0e3/ue/NDg3NzA2ODA/28d5bb01bfebb7634224c4fa2bddc569'],"['Mumbai, Maharashtra']",[]
['JANGIR DECOR'],['tel:093790 60796'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5qYW5naXJkZWNvci5pbg/ac05d012cf77f12b8907f0d2c2340796/ue/MjA0NzE2OTU/ff5f834d91a9b5cddf5ec44cfdcb3fa4'],"['Bangalore, Karnataka']",[]
['Galaxy Trading Luxurious Decor Exports PVT LTD'],['tel:088963 33888'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5nYWxheHlhcnRkZWNvLmNvbQ/3033356753ac99ace8d0f68204219a38/ue/NTIxNTEzNTk/17cdea557131b6f42944b7664b32fd56'],"['Bhatkal, Karnataka']",[]
['Krystilo'],['tel:098280 59814'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cua3J5c3RpbG8uY29tLw/917c96f09c764731c64311e0b68ca9b0/ue/NTYyMTI3MTc/501767ca52d7da85021b0fe2b21273e6'],"['udaipur, Rajasthan']",[]
['Maniraj Furniture'],['tel:082201 77977'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cubWFuaXJhamZ1cm5pdHVyZS5jb20v/755c795edf4918ca4eb5a12a35e52806/ue/NTY1Nzg5NzE/dffeac2bfe1510514a0340f2ef63146f'],"['Coimbatore, Tamil Nadu']",[]
['Kanchana Heritage Art'],['tel:093804 88544'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5mYWNlYm9vay5jb20va2FuY2hhbmEuaGVyaXRhZ2VhcnQ/e19001e21e8107e310c1d335dc2cd47b/ue/NTY2ODI0Mzc/6601bf0bf59c7d1c855892e2491c7949'],"['Bangalore, Karnataka']",[]
['3r Billiard-Ashok Wood Works & Timber Industries'],['tel:098955 58035'],['https://www.houzz.in/trk/aHR0cDovL3d3dy4zcmJpbGxpYXJkLmNvbQ/fc20f007e0de1c6feb91b8c9324a2328/ue/NTk0NjgyOTg/a2d4c08138b1b556f0be01598ac834ec'],"['Palakkad, Kerala']",[]
['Deco Design Collection'],['tel:090686 03922'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5kZWNvZGVzaWduY29sbGVjdGlvbi5jb20/49739e0269b6b24a696e5bfccd335b70/ue/NTYyMTE1MjI/62136a95c56d18099da922e178f21f53'],"['Moradabad, Uttar Pradesh']",[]
['India Touch Impex'],['tel:098370 31200'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5pbmRpYXRvdWNoaW1wZXguY29t/954dad448a97e0c1c67cf3ade7fe0fc2/ue/MzQ3MjM0Mg/c71fc501aa6d7e4ecfa195563883a6c9'],['Moradabad'],[]
['Dr Augusta'],['tel:091084 64125'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5kcmF1Z3VzdGEuaW4/ae76407b6b620bfc74640f3f53163ba7/ue/MzkzNjYxODA/7a88d1ac34aa15e68f5d67ae7eddf00c'],"['Bangalore, Karnataka']",[]
['TOTAL INTERIORS SOLUTIONS PVT. LTD'],['tel:098710 12000'],['https://www.houzz.in/trk/aHR0cDovL3d3dy50b3RhbGludGVyaW9yc3NvbHV0aW9ucy5jb20/1758e85e53dc6b1cb4e6cd918ed41332/ue/Mjg2MjI4Njc/ec7f014060a4e320232c1fc556c5f3c3'],"['Gurgaon, Haryana']",[]
['HÃ¤stens Sanger AB'],['tel:098106 69088'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5oYXN0ZW5zLmNvbQ/99c6dae5a2a9dcf32c3950abe42cc5e5/ue/MzkxNzczNjY/6d70757b9f97da624590d9387b0a1e04'],"['New Delhi, Uttar Pradesh']",[]
['Auraz Design'],['tel:099019 60630'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5hdXJhemRlc2lnbi5jb20/91d8b4143fef68735545e87013bc710c/ue/NDI2NDMzODU/6c4016997c7cda966e60e7ed000ec0ef'],"['Bangalore, Karnataka']",[]
['Designer Studio Collectibles'],['tel:022 2351 6459'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5kZXNpZ25lcnN0dWRpby5jby5pbg/a4ed77bf218e64bbdd8e5079ed0ca6ca/ue/MTgwMzg3NDc/cb9b91ca4aeb0aa29d40285f0dd6f117'],"['Mumbai, Maharashtra']",[]
['Avikar Furniture & Furnishings'],['tel:098302 00750'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5hdmlrYXIuY28/91589ae97527c62d306f547a91536745/ue/NjAwNjM4MjQ/3a0ffcb6eca514f7c398ba43a9cda572'],"['KOLKATA, West Bengal']",[]
['sharma_interiors'],['tel:099304 99124'],[],"['Mumbai, Maharashtra']",[]
['ami_shah44'],['tel:109172803106'],[],['Mumbai'],[]
['Acro Fabrication'],['tel:090996 06303'],['https://www.houzz.in/trk/aHR0cDovL2Fjcm9mYWJyaWNhdGlvbi5ob3V6ei5pbg/bc80ae492d67460f7dc6b8a21db2b8aa/ue/NDI5MTk2MzY/ab80104b91de51fe5ca02159c315cf03'],"['Surat, Gujarat']",[]
['Vikra Enterprise'],['tel:098221 30233'],['https://www.houzz.in/trk/aHR0cDovL3Zpa3JhLmlu/16eeb5881720bb399f4bf5503398564f/ue/NTcwMjI5MjM/2e8a2d33cc0db0a96461a48e05ed452b'],"['Mapusa, Goa']",[]
['HR FOOTPRINTS'],['tel:091009 48007'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5ocmZvb3RwcmludHMuY29t/36dc7e121d73af3bee58c1ab1c2b7073/ue/NTgxOTgwMjM/b4bc6e509b2c1716e1069503d30a867d'],"['hyderabad, Telangana']",[]
['Mantra Gold Coatings'],['tel:098842 02400'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5tYW50cmFnb2xkY29hdGluZ3MuY29t/4dd2b060e5de66f2757040720317ca49/ue/NDg5NTk1OTY/b624833c7fb60553e0d9ea85af9aa65a'],"['Chennai, Tamil Nadu']",[]
['THE PINK CHAIR'],['tel:098803 95889'],['https://www.houzz.in/trk/aHR0cDovL3RoZXBpbmtjaGFpci5pbi8/40f2617b4b52e69ca668af57b9e136e9/ue/MTQ0NjAzNzc/755dfe8c705c6ee1ff8d8f55e74536cb'],"['Bangalore, Karnataka']",[]
['Chennai Chairs'],['tel:089399 22966'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5jaGVubmFpY2hhaXJzLmNvbQ/5f767fc31560922609bf1ee36862d96e/ue/MzY4MjQwMjI/ca6dff848d0810a51935fe2c93c42b24'],"['Chennai, Tamil Nadu']",[]
['Asian Chair Craft'],['tel:081304 99887'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cuYXNpYW5jaGFpcmNyYWZ0LmNvbQ/8d13e0b99041afa6c778e3a5123fe455/ue/NzgxMTAxNw/3efcb64762a2dc5dd6c7182de0bfc7bd'],"['Gurgaon, Haryana']",[]
['Kaath'],['tel:098181 28645'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5rYWF0aC5pbg/60ca653a4aaeb9590e8979f96eb7e9c5/ue/NDM3MDY1NTY/b7f348861c49deb0ca87b147b9c4a6b2'],"['National Capital Territory of Delhi, Delhi']",[]
['Dezaro'],['tel:077270 63131'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5kZXphcm8uY29t/502a663444ab983f935b7e49033a80f8/ue/MzU0MzYyNTA/6ee6faea3afaf1a3653c6126ae9e0d97'],"['jodhpur, Rajasthan']",[]
['Elegant Homes'],['tel:094145 28282'],[],"['Churu, Rajasthan']",[]
['Studiof'],[],['https://www.houzz.in/trk/aHR0cDovL3d3dy5zdHVkaW9mLmNvLmlu/a3e064a9b5291b2a55c62f4d2156ac4e/ue/NDQ4MDc2Mzc/8a818402d1a8678ce5e3e5453a941420'],"['Bangalore Urban, Karnataka']",[]
['Suman Designs'],['tel:099673 67198'],['https://www.houzz.in/trk/aHR0cHM6Ly9zdW1hbl9kZXNpZ25zLmhvdXp6Lmlu/4acf3a22d678c370ac15becfbce99935/ue/NTQ2NTM3MTE/f1223516d7e17c1837b8f401888b09fd'],"['Mumbai, Maharashtra']",[]
['Fashion Knack'],['tel:070245 41064'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cuZmFzaGlvbmtuYWNrLmNvbQ/f5dda4e9ff24e4bc6e37d52f1fd02058/ue/NDE3OTI0NDI/14c8b6e65af7e5cb10d184628bd5af6c'],"['Bangalore Urban, Karnataka']",[]
['Galaxy Art Deco Houda Zoubai'],['tel:088963 33888'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5nYWxheHlhcnRkZWNvLmNvbQ/3033356753ac99ace8d0f68204219a38/ue/NTIxNjIzOTI/cee2a4fd1b20597976accc3a3aad98ab'],"['Bhatkal, Karnataka']",[]
['Fusion Art'],['tel:080775 99101'],['https://www.houzz.in/trk/aHR0cDovL2Z1c2lvbi1hcnQxOS5idXNpbmVzcy5zaXRl/0ef72a097389726b644f04667c78d233/ue/NTk5MTc4MDQ/2e4bbdb3753e6935156c1ddd2b253cd7'],"['Saharanpur, Uttar Pradesh']",[]
['Fusion Art'],['tel:080775 99101'],['https://www.houzz.in/trk/aHR0cDovL2Z1c2lvbi1hcnQxOS5idXNpbmVzcy5zaXRl/0ef72a097389726b644f04667c78d233/ue/NTk5MTc4MDQ/2e4bbdb3753e6935156c1ddd2b253cd7'],"['Saharanpur, Uttar Pradesh']",[]
['Footprints Forever'],['tel:097315 64078'],['https://www.houzz.in/trk/aHR0cDovL2Zvb3RwcmludHNmb3JldmVyc3RvcmUuY29t/659dd598499a9defeddc4bb917abc5ca/ue/MTcxNTAz/1b57d95acfb6633d6e2aa15cc5e07c61'],"['bangalore, Karnataka']",[]
['Essenza Furniture'],['tel:22249240692'],[],"['Mumbai, Maharashtra']",[]
['Almighty Doors'],['tel:096264 42526'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5hbG1pZ2h0eWRvb3JzLmNvbS8/25e94763b112dbd0b0afa517f6ac9821/ue/NTAxMDk4NDM/e4425595e2b64676e3464fd96f25d7ce'],"['Madurai, Tamil Nadu']",[]
['In Living'],['tel:099103 85627'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5pbmxpdmluZy5jb20/55d015c3f760c55e3da2984318af2902/ue/Nzk3OTAwMw/a0ccecb4b78726dd96a0bc991c87d0be'],['Delhi'],[]
['Karara Mujassme'],['tel:088066 12211'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5rYXJhcmFtdWphc3NtZS5jb20v/b76948c8d979447945126bb3d870fd56/ue/MTcyNzAzNTU/4aa369fbb3ac097b0c5c75050c81f00a'],['New Delhi'],[]
['Furnizone'],['tel:094220 48474'],['https://www.houzz.in/trk/aHR0cDovL2Z1cm5pem9uZS5ob3V6ei5jb20/3789910ad7090378cfcd6bf8d5922424/ue/MzAxMjcyNjg/b89ffbc2dbcc04608aac33f48fe84aad'],['Kolhapur'],[]
['Inner Space Ideas Unlimited'],['tel:093225 92310'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5pbm5lci1zcGFjZS5pbg/83cea6f3511d956ef6f6388e77946213/ue/MzY2NzQ1OTU/c37cb3d9529ca8c7ec25f25009e86937'],"['Mumbai, Maharashtra']",[]
['Opus Indigo Designs Pvt. Ltd.'],['tel:011 4057 3213'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5vcHVzaW5kaWdvLmNvbS8/0c488b9237aca8498bfb21da688c65b0/ue/NDAwMDMwMzU/ebd8cfd7ea6b52b94bb25983cdd2841b'],"['New Delhi, Delhi']",[]
['Mars Handicrafts'],['tel:090125 25786'],['https://www.houzz.in/trk/aHR0cHM6Ly9tYXJzaGFuZGljcmFmdHMuaG91enouaW4/77107cd8919d36e5824ed9f2354756bd/ue/MzYwNTgwNjY/b1d89f006e6100564757d6e486bc0483'],"['Moradabad, Uttar Pradesh']",[]
['StillWater Furniture'],['tel:097690 10218'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5zdGlsbHdhdGVyZnVybml0dXJlLmluLw/1f9b9a09165865a5296abfed1e229b72/ue/NDEwMTEyNTI/49db68a260bc948aa441d3d76e38e6a5'],"['MUMBAI, Maharashtra']",[]
['Hina Khan GAD'],['tel:088963 33888'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5nYWxheHlhcnRkZWNvLmNvbQ/3033356753ac99ace8d0f68204219a38/ue/NTIxOTc2MjI/f546a7b299110a3a07cc857650d584c5'],"['Bhatkal, Karnataka']",[]
['Bright Electricals'],['tel:098331 31780'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5hZXJhZmFucy5jb20/c34fdfc4aee3d2ed1739753e1e41590c/ue/NTU1MjUyODI/a624d84cdf48808480b4963f9c02150f'],"['Nashik, Maharashtra']",[]
['Karlsson Leather'],['tel:080 2521 6394'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5rYXJsc3NvbmxlYXRoZXIuaW4/6d0a41007e7d161c793d0f8a8b76693e/ue/OTM1MTc3Nw/dec622a21ffb10a34ba9948fc00f6cb7'],['Bangalore'],[]
['ERP Design Studio'],['tel:070696 31776'],['https://www.houzz.in/trk/aHR0cHM6Ly9lcnBkZXNpZ25zdHVkaW8uY29tLw/5c7dc45c507240f00e27ac3abb861699/ue/NDk1ODgyMzU/88421c2ce96950db525bd7208d607091'],"['Ahmedabad, Gujarat']",[]
['Heritage Passion Inc'],['tel:099718 42590'],[],"['New Delhi, Delhi']",[]
['pankaj_karwa'],['tel:19705000034'],[],['Hyderabad'],[]
['Riya'],['tel:05896 574 588'],[],['Bangalore'],[]
['Woodfurn Interior Pvt. Ltd.'],['tel:077986 63322'],['https://www.houzz.in/trk/aHR0cDovL3d3dy53b29kZnVybmludGVyaW9yLmNvbQ/f83da3328ca29de8186342bf0f537a9b/ue/Mzg2NDA2Mzc/515dc6ed86ef2636f77cf57f8871cf99'],"['Pune, Maharashtra']",[]
['Spider India'],['tel:094610 30817'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5zcGlkZXJpbmRpYW5mdXJuaXR1cmUuY29t/cf6bd9b73b81091f0a9cc41434c8061d/ue/Mzc1MTAwNDk/f74daa7f09e815b5b5cb2d6b4ebf90ab'],"['Jodhpur, Rajasthan']",[]
['Vilaasita'],['tel:098339 17255'],['https://www.houzz.in/trk/aHR0cDovL3d3dy52aWxhYXNpdGEuY29t/3a535e45e43a2cd0e6d1a1d507d2e4b5/ue/MzExNzM0MTQ/6a1f9643b4f7430ccfc4a686ebc92a99'],"['Mumbai, Maharashtra']",[]
['AArdhya enterprises'],['tel:0712 662 9649'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5kYXR0YW1vZHVsYXIuY29tLyB3d3cuZmxpcGludGVyaW9yLmNvbQ/27618a236dceed7d8b885008dfbf0888/ue/MjUxODY3/7252766c223c65bb37ee1df50a5c1230'],"['nagpur, Maharashtra']",[]
['Rajhandicraft furniture'],['tel:072310 18888'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cucmFqaGFuZGljcmFmdC5jb20/0b06b1b1aac872b00e48cd4cdb57249b/ue/NTMxMjE1MzI/3feaa137460a1b319e5537f983999e08'],"['Churu, Rajasthan']",[]
['Bluedot design'],['tel:096531 87432'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5ibHVlZG90ZGVzaWduLmlu/ecda9be74c329aaac3c19fdfb2488133/ue/Mjc4MjQ1MDY/ea92cb7f51f433d7ba44143ec7b20afb'],"['Mumbai, Maharashtra']",[]
['Osaga Industries'],['tel:084495 26569'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5vc2FnYWluZHVzdHJpZXMuY28uaW4/30211ddf7f686ba057c0f7b07659fced/ue/MzQ0ODg0NzQ/319b8bc6fdd8442e82e2287f3294f2a8'],"['Moradabad, Uttar Pradesh']",[]
['A.S HANDICRAFTS'],['tel:099973 22144'],['https://www.houzz.in/trk/aHR0cDovL2FzaGFuZGljcmFmdHMwMTguaG91enouaW4/0a12e26e63f7487d95c339931e8ca4be/ue/NDE0OTYyMTE/9002888bf3454da81f421b4d337c8e9a'],"['Moradabad, Uttar Pradesh']",[]
['STAR CARPET TRADERS'],['tel:098391 05340'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5zdGFyY2FycGV0Lmlu/eb3a2517abdb4e2a4d8581fdfd0c5170/ue/MjM3MTYzMzU/8c6f063e43274f769264d123ff5c336b'],['BHADOHI'],[]
['ANSHIKA HANDICRAFTS'],['tel:66786544687'],['https://www.houzz.in/trk/aHR0cDovL2Fuc2hpa2FoYW5kaWNyYWZ0czk5LmhvdXp6Lmlu/606fc8f537615f4f3301ae78e7a47aea/ue/MzU0MjQwOTc/28778ddcab76d19a74e65be5e5b1e9c0'],"['MORADABAD, Uttar Pradesh']",[]
['Yati Manufactures and Exporters Pvt. Ltd'],['tel:+979 9466663'],['https://www.houzz.in/trk/aHR0cDovL3d3dy55YXRpZXhwb3J0cy5jb20/aec5bd30346e5e4c52a61bb672a152c0/ue/MTMxMTI5ODY/9ae814094ffeb0058a899528b236c6a2'],['Jodhpur'],[]
['Ozel Homes'],['tel:099701 57122'],['https://www.houzz.in/trk/aHR0cDovL1dXVy5BTExIT01FTElWSU5HLkNPTQ/854eda0f0b7719f54aca1c17e50e182a/ue/NDkwMzI0NDQ/c3f0cc356fde4a5206c95ae5f308fdaa'],"['Pune, Maharashtra']",[]
['Spa international'],['tel:090453 33820'],[],"['Saharanpur, Uttar Pradesh']",[]
['Foyer interiors'],['tel:0124 425 0224'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5mb3llcmludGVyaW9ycy5jb20/b18a96d52d89366006c9abe7dc97f6f1/ue/NTY1MDUxMg/bd4f76b0c56e0fb80b72c827508a3458'],"['Gurgaon,Haryana']",[]
['MyNook Designs'],['tel:096111 06356'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5teW5vb2suaW4/650a1ab9fef5cb83ff12590d53a2c97f/ue/MjQ2NjA4MTA/028263d457e0efe3602f30dfcdd39ee0'],['Bangalore'],[]
['ZIRA'],['tel:099260 01663'],[],"['Bhopal, India, Madhya Pradesh']",[]
['SIMCS HANDICRAFTS'],['tel:082952 69332'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cuc2ltY3NoYW5kaWNyYWZ0cy5jb20/eafb2ae0fa72952f44ab4bb16c3fc33d/ue/MTUyMTkxMDk/651228e840672cba77366e729091dbce'],['New Delhi'],[]
['craftsbazaar'],['tel:080 6888 8052'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5jcmFmdHNiYXphYXIuY29tLw/e0fac622a36e7a5f9e97eaa2cc2bfec5/ue/Mzc0NDk5OTU/7664ffc95163541e3abfce79e6f4cbd7'],"['Bangalore, Karnataka']",[]
['Spider India'],['tel:094610 30817'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5zcGlkZXJpbmRpYS5iaXo/3194f5d6c4d053aa52754f95d382d02c/ue/MTQyNjkxODg/2346815cbce18e761a52cd68e83be180'],"['Jodhpur, Rajasthan']",[]
['Wood & Metal'],['tel:073383 39999'],['https://www.houzz.in/trk/aHR0cDovL3d3dy53b29kYW5kbWV0YWwuaW4/a14117d9166fd33ab833ae300e5ecb38/ue/MzkzMDA2NjQ/ecd57cba7756d2c8d27ca410d298f82b'],"['Bangalore, Karnataka']",[]
['1 BHK'],['tel:099200 66256'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cuMWJoa2ludGVyaW9ycy5jb20v/803b874a56da948c17118c5ee01f7e9e/ue/NTQxNDcyMDM/cd34b4fe7da9e47472f5e0a95fc68276'],"['Mumbai, Maharashtra']",[]
['Reliance MET'],['tel:083559 63936'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cuMXN0a2V5cy5pbg/70c4ccac978e095a96991dae7a453c88/ue/NjEwMjg4Njc/cb2058f5c37137578af9f4917c060663'],"['Gurgaon, Haryana']",[]
['Kings Crafts Co'],['tel:095299 25294'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5raW5nc2NyYWZ0c2NvLmNvbQ/dfcac3506e579a91c09a4974fb179e0f/ue/NTU4NjQ0NTA/4332c401631dea144d41523b39bbe547'],"['Jodhpur, Rajasthan']",[]
['IDUS Italian Furniture Store'],['tel:098715 00042'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cuaWR1cy5pbg/a35cb0bcab1a21a498dcb1dd6f02c9bb/ue/NTYxMjY5NDA/44cfb714aef50fdb530610f2ce7a34e9'],"['Delhi, Delhi']",[]
"[""An'teak""]",['tel:086374 26924'],[],"['Chennai, Tamil Nadu']",[]
['Firsst Hand'],['tel:089298 81235'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5maXJzc3RoYW5kLmNvbQ/a93e35a3032c4eac33a0ae10a16fa067/ue/NTYxNTgyMzI/956c649b2c66a2d05e96d17d0d43e7e9'],"['Gurgaon, Haryana']",[]
['MAPAYAH'],['tel:098201 08023'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5tYXBheWFoLmNvbQ/4f07e1880123b5ab678a05d8f184c352/ue/NTM0NjE0NDI/72a05b721cd122129aab7f4381e30ef3'],"['Mumbai, Maharashtra']",[]
['Tiara Furniture System'],['tel:079 4009 2329'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cudGlhcmFmdXJuaXR1cmUuY28uaW4v/b3faeeb384ec07caf95d6ce1843fd980/ue/NTczMzk3MjQ/0f2c29707077f01d3cc628869bcb4bf7'],"['Ahmedabad, Gujarat']",[]
['Sri Ram Manufacturing'],['tel:092348 47280'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5zcmlyYW1tYW51ZmFjdHVyaW5nLmNvbQ/fe296ed3e34cfff2b5534e7e2eec50d7/ue/NTYxNjc0ODQ/8a8472c2fdf7cf7fdfe8604f80e0621f'],"['Patna, Bihar']",[]
['ksema ventures'],['tel:080038 86688'],[],"['jaipur, Rajasthan']",[]
['Reliance MET'],['tel:083559 63936'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cuMXN0a2V5cy5pbg/70c4ccac978e095a96991dae7a453c88/ue/NjEwMjg4Njc/cb2058f5c37137578af9f4917c060663'],"['Gurgaon, Haryana']",[]
"[""An'teak""]",['tel:086374 26924'],[],"['Chennai, Tamil Nadu']",[]
['Firsst Hand'],['tel:089298 81235'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5maXJzc3RoYW5kLmNvbQ/a93e35a3032c4eac33a0ae10a16fa067/ue/NTYxNTgyMzI/956c649b2c66a2d05e96d17d0d43e7e9'],"['Gurgaon, Haryana']",[]
